,lst
7060,19278
7061,19998
7062,7031
7063,10843
7064,10662
7065,13936
7066,12345
7067,4026
7068,14106
7069,19517
7070,639
7071,17034
7072,19969
7073,7705
7074,16517
7075,11365
7076,6855
7077,18162
7078,16241
7079,9353
7080,768
7081,15896
7082,1973
7083,2929
7084,19771
7085,444
7086,19538
7087,7716
7088,8176
7089,5011
7090,9802
7091,11725
7092,15652
7093,7441
7094,17136
7095,4696
7096,751
7097,14374
7098,18390
7099,836
7100,10467
7101,3404
7102,5918
7103,15433
7104,5390
7105,18353
7106,17109
7107,2732
7108,11654
7109,5299
7110,16614
7111,417
7112,11163
7113,3331
7114,4656
7115,6528
7116,5477
7117,19269
7118,7266
7119,9755
7120,7814
7121,17853
7122,3
7123,16877
7124,9360
7125,11736
7126,8601
7127,8981
7128,19572
7129,16644
7130,16012
7131,8799
7132,10528
7133,11058
7134,14171
7135,14811
7136,6958
7137,17884
7138,19741
7139,19188
7140,14362
7141,1247
7142,2300
7143,358
7144,9750
7145,10584
7146,11606
7147,241
7148,5054
7149,13271
7150,16638
7151,7321
7152,3473
7153,2471
7154,9050
7155,3371
7156,19901
7157,19920
7158,9357
7159,6597
7160,10292
7161,8788
7162,17657
7163,3254
7164,4634
7165,17393
7166,15209
7167,11333
7168,18780
7169,17934
7170,12178
7171,10244
7172,18615
7173,890
7174,15820
7175,5197
7176,15536
7177,8491
7178,16685
7179,3221
7180,8665
7181,12066
7182,4581
7183,300
7184,399
7185,5888
7186,10173
7187,15339
7188,19476
7189,9323
7190,6312
7191,5037
7192,854
7193,8359
7194,623
7195,1071
7196,1719
7197,9624
7198,17075
7199,2390
7200,18287
7201,5868
7202,3450
7203,7744
7204,9038
7205,2992
7206,14354
7207,12410
7208,5946
7209,7798
7210,16810
7211,18779
7212,11176
7213,10082
7214,16839
7215,116
7216,2749
7217,12953
7218,6781
7219,6627
7220,8934
7221,7386
7222,949
7223,4426
7224,8078
7225,76
7226,17829
7227,1577
7228,17353
7229,13147
7230,13986
7231,1947
7232,1661
7233,15099
7234,16689
7235,15749
7236,18114
7237,1996
7238,15486
7239,10500
7240,812
7241,18383
7242,5288
7243,14819
7244,3499
7245,17751
7246,10801
7247,18726
7248,7470
7249,11776
7250,1986
7251,2462
7252,2664
7253,8234
7254,12202
7255,15529
7256,4593
7257,19919
7258,14912
7259,8616
7260,6880
7261,19000
7262,11796
7263,8265
7264,5168
7265,569
7266,6465
7267,11382
7268,2133
7269,3581
7270,16478
7271,2303
7272,9378
7273,5481
7274,17505
7275,10320
7276,1492
7277,19376
7278,9745
7279,536
7280,2967
7281,2209
7282,2860
7283,12232
7284,19452
7285,8251
7286,16259
7287,4343
7288,3707
7289,9836
7290,14919
7291,11170
7292,12230
7293,5235
7294,8259
7295,2930
7296,16821
7297,3093
7298,13558
7299,12175
7300,9168
7301,125
7302,12812
7303,15708
7304,7175
7305,3065
7306,17913
7307,2920
7308,10044
7309,5330
7310,19721
7311,12852
7312,10997
7313,416
7314,14851
7315,13290
7316,7816
7317,12148
7318,19113
7319,6775
7320,18380
7321,15250
7322,1821
7323,10051
7324,17948
7325,8645
7326,15793
7327,16678
7328,18115
7329,12067
7330,12825
7331,18745
7332,5259
7333,12065
7334,7747
7335,1147
7336,14386
7337,6745
7338,14494
7339,12468
7340,18363
7341,13000
7342,9056
7343,13109
7344,7871
7345,11186
7346,19158
7347,6327
7348,9737
7349,13922
7350,13297
7351,7433
7352,4698
7353,379
7354,9024
7355,1551
7356,8965
7357,18902
7358,1521
7359,3735
7360,15141
7361,8617
7362,13143
7363,1180
7364,8614
7365,5709
7366,696
7367,9278
7368,7601
7369,10648
7370,2427
7371,15150
7372,7629
7373,1003
7374,17835
7375,1005
7376,17264
7377,14504
7378,8948
7379,10812
7380,2991
7381,8492
7382,8110
7383,5398
7384,17349
7385,6200
7386,6177
7387,17166
7388,553
7389,7418
7390,12853
7391,3746
7392,16728
7393,15195
7394,3296
7395,19695
7396,10382
7397,17486
7398,9127
7399,1355
7400,7079
7401,13860
7402,13398
7403,12624
7404,5400
7405,1713
7406,17351
7407,11886
7408,8595
7409,19330
7410,2919
7411,16452
7412,17974
7413,3669
7414,3444
7415,15301
7416,15986
7417,4862
7418,14285
7419,17605
7420,19933
7421,17880
7422,18295
7423,1644
7424,13676
7425,3033
7426,13856
7427,4486
7428,10508
7429,19398
7430,8805
7431,17938
7432,19706
7433,12572
7434,9469
7435,3181
7436,16539
7437,18565
7438,3733
7439,11905
7440,6747
7441,8130
7442,14817
7443,7275
7444,16108
7445,15184
7446,15002
7447,10123
7448,8150
7449,2624
7450,4918
7451,918
7452,19843
7453,16445
7454,1377
7455,6722
7456,12003
7457,10886
7458,10423
7459,3566
7460,1352
7461,1187
7462,8023
7463,10327
7464,3051
7465,15360
7466,2019
7467,16686
7468,8961
7469,606
7470,6708
7471,6573
7472,1899
7473,5961
7474,7922
7475,13765
7476,7512
7477,18074
7478,17328
7479,13416
7480,17911
7481,16884
7482,4996
7483,937
7484,7230
7485,7096
7486,11483
7487,2844
7488,3063
7489,13323
7490,8508
7491,2580
7492,5424
7493,7338
7494,3348
7495,6119
7496,15934
7497,10494
7498,17467
7499,4547
7500,4886
7501,5864
7502,6540
7503,17784
7504,15807
7505,5364
7506,17204
7507,1397
7508,806
7509,18237
7510,12540
7511,16789
7512,7443
7513,3137
7514,12411
7515,963
7516,19447
7517,6412
7518,4391
7519,4509
7520,14732
7521,15281
7522,1635
7523,394
7524,7612
7525,12096
7526,7823
7527,4080
7528,2033
7529,4825
7530,8681
7531,19234
7532,114
7533,14247
7534,15312
7535,17177
7536,16613
7537,16195
7538,5702
7539,18723
7540,16842
7541,5876
7542,11452
7543,8097
7544,2377
7545,5670
7546,5495
7547,9523
7548,14367
7549,15844
7550,13424
7551,15221
7552,5974
7553,6295
7554,15497
7555,19193
7556,2974
7557,12076
7558,3587
7559,13818
7560,15987
7561,17758
7562,4762
7563,3885
7564,12340
7565,15047
7566,19445
7567,18609
7568,17587
7569,496
7570,18754
7571,5448
7572,14994
7573,3312
7574,7995
7575,8561
7576,48
7577,4319
7578,11249
7579,23
7580,11026
7581,14610
7582,15342
7583,2553
7584,13144
7585,16364
7586,1616
7587,15889
7588,175
7589,6630
7590,8878
7591,6905
7592,17830
7593,3634
7594,8403
7595,4078
7596,6449
7597,2486
7598,15903
7599,15752
7600,10544
7601,8607
7602,8489
7603,18802
7604,15797
7605,8655
7606,6404
7607,18585
7608,2897
7609,14475
7610,13493
7611,19286
7612,17045
7613,18375
7614,9621
7615,4718
7616,4769
7617,10781
7618,1392
7619,16148
7620,15186
7621,5705
7622,11648
7623,11295
7624,17966
7625,406
7626,6992
7627,3183
7628,18370
7629,10908
7630,18296
7631,18276
7632,18976
7633,8932
7634,4009
7635,8080
7636,9268
7637,4364
7638,9275
7639,7010
7640,10351
7641,10365
7642,11261
7643,516
7644,11528
7645,19121
7646,6618
7647,19861
7648,9943
7649,19803
7650,12950
7651,640
7652,12379
7653,11216
7654,12661
7655,15365
7656,13966
7657,2513
7658,9079
7659,15732
7660,16483
7661,12238
7662,7034
7663,10046
7664,1731
7665,7556
7666,3305
7667,15059
7668,18087
7669,17076
7670,7514
7671,3400
7672,2914
7673,15185
7674,9332
7675,13069
7676,19075
7677,5383
7678,15646
7679,14523
7680,17615
7681,2600
7682,9661
7683,6274
7684,12051
7685,9189
7686,13063
7687,1211
7688,13577
7689,14789
7690,2579
7691,16482
7692,9339
7693,6571
7694,18024
7695,11413
7696,10787
7697,1276
7698,3367
7699,10700
7700,17410
7701,13150
7702,13853
7703,13952
7704,9633
7705,19291
7706,13026
7707,2221
7708,11
7709,13454
7710,9271
7711,4684
7712,15636
7713,8261
7714,16002
7715,13175
7716,4882
7717,5570
7718,2177
7719,8239
7720,574
7721,16594
7722,12095
7723,16627
7724,14311
7725,2668
7726,10772
7727,3355
7728,7751
7729,5507
7730,8822
7731,5268
7732,2015
7733,18223
7734,5083
7735,6678
7736,19837
7737,8892
7738,15448
7739,4800
7740,13006
7741,14705
7742,8465
7743,459
7744,18510
7745,7337
7746,1303
7747,4308
7748,1512
7749,8059
7750,10238
7751,9996
7752,14619
7753,10559
7754,11550
7755,5828
7756,2284
7757,8323
7758,9222
7759,1596
7760,7009
7761,5233
7762,19518
7763,11964
7764,2241
7765,8502
7766,2605
7767,12724
7768,12287
7769,8917
7770,371
7771,13423
7772,16093
7773,19586
7774,1126
7775,14598
7776,13459
7777,8405
7778,12755
7779,19993
7780,9891
7781,18931
7782,15399
7783,1677
7784,8555
7785,9702
7786,3484
7787,18211
7788,6158
7789,10225
7790,19658
7791,9971
7792,18849
7793,3871
7794,5196
7795,18709
7796,13538
7797,6803
7798,12068
7799,12415
7800,8027
7801,16375
7802,7805
7803,3100
7804,6556
7805,5155
7806,10322
7807,2585
7808,12756
7809,18424
7810,5756
7811,19443
7812,19035
7813,3220
7814,15213
7815,4028
7816,18285
7817,15424
7818,13433
7819,15543
7820,19791
7821,2978
7822,9595
7823,8275
7824,14874
7825,6965
7826,11754
7827,17409
7828,5260
7829,11900
7830,10290
7831,18108
7832,15203
7833,7733
7834,5409
7835,15197
7836,7536
7837,10419
7838,3946
7839,14342
7840,8371
7841,10600
7842,9234
7843,17370
7844,15593
7845,2311
7846,8043
7847,5751
7848,5040
7849,10911
7850,18293
7851,3224
7852,17927
7853,9577
7854,18546
7855,14240
7856,15628
7857,15977
7858,10524
7859,14551
7860,5971
7861,14641
7862,12511
7863,8566
7864,9202
7865,6653
7866,5131
7867,19847
7868,17083
7869,4572
7870,14040
7871,1284
7872,15235
7873,11668
7874,3722
7875,10988
7876,1758
7877,10068
7878,16413
7879,3832
7880,14253
7881,3466
7882,14946
7883,18929
7884,16225
7885,14026
7886,8247
7887,9614
7888,10339
7889,17851
7890,8266
7891,18229
7892,5582
7893,4772
7894,2374
7895,7492
7896,15805
7897,17604
7898,15436
7899,2053
7900,18311
7901,733
7902,8820
7903,14341
7904,13650
7905,18026
7906,8242
7907,5901
7908,5940
7909,16372
7910,2279
7911,3785
7912,10891
7913,762
7914,8436
7915,1834
7916,9499
7917,4956
7918,12263
7919,16032
7920,1624
7921,13470
7922,18650
7923,14640
7924,5854
7925,16019
7926,17470
7927,7311
7928,11740
7929,10923
7930,5501
7931,5982
7932,8639
7933,10697
7934,16035
7935,13661
7936,15078
7937,9501
7938,10091
7939,718
7940,18324
7941,3625
7942,1695
7943,13185
7944,17967
7945,17129
7946,6658
7947,16340
7948,5106
7949,19956
7950,11037
7951,3498
7952,370
7953,17411
7954,6272
7955,637
7956,2717
7957,5617
7958,19777
7959,7837
7960,6313
7961,17509
7962,13948
7963,19176
7964,14855
7965,12753
7966,10109
7967,10411
7968,13484
7969,11699
7970,10058
7971,11679
7972,17568
7973,17377
7974,4110
7975,19285
7976,6877
7977,2172
7978,934
7979,12844
7980,671
7981,16608
7982,5970
7983,18719
7984,15348
7985,10759
7986,2910
7987,19833
7988,1794
7989,16500
7990,13129
7991,17304
7992,419
7993,14868
7994,13286
7995,11301
7996,4914
7997,10362
7998,8196
7999,10189
8000,9321
8001,11010
8002,9677
8003,15302
8004,3202
8005,14612
8006,4590
8007,2197
8008,11749
8009,11742
8010,17746
8011,8886
8012,18575
8013,13788
8014,6856
8015,1756
8016,6669
8017,1155
8018,14813
8019,19466
8020,17769
8021,414
8022,9049
8023,11588
8024,6434
8025,8407
8026,18635
8027,10760
8028,6881
8029,3577
8030,19138
8031,8646
8032,7913
8033,3142
8034,19064
8035,10998
8036,12697
8037,12586
8038,5146
8039,13873
8040,19450
8041,2877
8042,8573
8043,3038
8044,12576
8045,4561
8046,16578
8047,14848
8048,14202
8049,18549
8050,18132
8051,3839
8052,530
8053,17532
8054,4492
8055,5327
8056,11263
8057,10273
8058,19663
8059,874
8060,14376
8061,5653
8062,4847
8063,18882
8064,6525
8065,6737
8066,2290
8067,1682
8068,16161
8069,17260
8070,1989
8071,10546
8072,7481
8073,3332
8074,6778
8075,7115
8076,217
8077,11879
8078,6581
8079,8588
8080,15506
8081,6242
8082,9452
8083,9447
8084,18906
8085,299
8086,1400
8087,5232
8088,13182
8089,16572
8090,11085
8091,13741
8092,4840
8093,2980
8094,1167
8095,1650
8096,286
8097,17539
8098,8633
8099,15496
8100,6679
8101,5538
8102,16537
8103,8624
8104,9112
8105,9910
8106,6988
8107,9679
8108,15650
8109,13718
8110,5676
8111,14421
8112,4404
8113,7467
8114,11890
8115,8858
8116,7762
8117,3111
8118,629
8119,9322
8120,19779
8121,1236
8122,19346
8123,4789
8124,16175
8125,6400
8126,16525
8127,18778
8128,1246
8129,18451
8130,12922
8131,7770
8132,19796
8133,3873
8134,16200
8135,13431
8136,2277
8137,3902
8138,11889
8139,9344
8140,1066
8141,17667
8142,7966
8143,10406
8144,7466
8145,9048
8146,19631
8147,18496
8148,4520
8149,14750
8150,7687
8151,17111
8152,10485
8153,14761
8154,12585
8155,12788
8156,556
8157,3214
8158,2793
8159,17187
8160,6031
8161,11087
8162,12549
8163,17794
8164,1179
8165,3770
8166,9526
8167,6382
8168,5562
8169,15531
8170,16561
8171,8615
8172,12529
8173,17163
8174,4600
8175,3918
8176,18737
8177,8092
8178,1313
8179,4866
8180,12035
8181,15855
8182,7977
8183,369
8184,17270
8185,2161
8186,11108
8187,6532
8188,18604
8189,8060
8190,6257
8191,10807
8192,13126
8193,12357
8194,3913
8195,15228
8196,8523
8197,4371
8198,12792
8199,15104
8200,8955
8201,16970
8202,13440
8203,15229
8204,6408
8205,7813
8206,12334
8207,14556
8208,16221
8209,8883
8210,14109
8211,7675
8212,9155
8213,6180
8214,7368
8215,19341
8216,10107
8217,9128
8218,8273
8219,17639
8220,19293
8221,12823
8222,9698
8223,18907
8224,16027
8225,17506
8226,7867
8227,13132
8228,16390
8229,8202
8230,14963
8231,2286
8232,5589
8233,10868
8234,8334
8235,4908
8236,5601
8237,12671
8238,12770
8239,2359
8240,1063
8241,324
8242,19792
8243,1957
8244,9893
8245,17994
8246,17662
8247,19054
8248,8354
8249,2267
8250,15084
8251,1424
8252,1778
8253,5281
8254,5209
8255,10260
8256,11813
8257,12212
8258,2073
8259,16486
8260,8449
8261,11980
8262,6436
8263,7445
8264,10978
8265,9492
8266,12030
8267,7772
8268,2830
8269,6616
8270,14586
8271,7258
8272,6124
8273,9879
8274,6668
8275,6811
8276,19756
8277,7250
8278,8204
8279,12372
8280,13476
8281,14785
8282,19869
8283,17669
8284,5223
8285,9004
8286,16199
8287,3819
8288,49
8289,8115
8290,16946
8291,8409
8292,9250
8293,12693
8294,12434
8295,1123
8296,6652
8297,15278
8298,5061
8299,19482
8300,2628
8301,19904
8302,2845
8303,13034
8304,14620
8305,3750
8306,8240
8307,16216
8308,13554
8309,7212
8310,14700
8311,16285
8312,14572
8313,11643
8314,10399
8315,19742
8316,15554
8317,1905
8318,1728
8319,7268
8320,3917
8321,15673
8322,7850
8323,4534
8324,8760
8325,7710
8326,4678
8327,14557
8328,8623
8329,5886
8330,19990
8331,10717
8332,2861
8333,13996
8334,2464
8335,17466
8336,17655
8337,9448
8338,10900
8339,4450
8340,18217
8341,19737
8342,19668
8343,3641
8344,2517
8345,19437
8346,4053
8347,325
8348,19952
8349,10676
8350,10124
8351,4481
8352,10748
8353,19490
8354,6000
8355,12793
8356,15525
8357,2812
8358,9798
8359,7856
8360,14051
8361,18310
8362,6605
8363,13906
8364,13180
8365,3001
8366,14777
8367,446
8368,14858
8369,13847
8370,12401
8371,4332
8372,5665
8373,18443
8374,2746
8375,6278
8376,495
8377,4531
8378,7089
8379,14182
8380,13579
8381,12312
8382,13694
8383,18742
8384,384
8385,3831
8386,6609
8387,19472
8388,803
8389,19492
8390,1615
8391,8311
8392,13865
8393,4398
8394,3660
8395,6086
8396,13066
8397,18659
8398,15351
8399,19718
8400,7681
8401,2954
8402,13901
8403,10191
8404,12592
8405,17192
8406,13133
8407,6481
8408,7035
8409,4709
8410,16215
8411,15183
8412,17550
8413,15012
8414,1239
8415,19142
8416,9804
8417,13421
8418,11356
8419,2742
8420,8989
8421,1876
8422,12206
8423,18199
8424,7099
8425,19885
8426,14790
8427,6972
8428,13432
8429,11056
8430,17611
8431,2874
8432,11123
8433,7248
8434,1279
8435,12431
8436,12358
8437,11192
8438,3591
8439,12109
8440,2206
8441,9635
8442,14165
8443,1230
8444,12785
8445,10667
8446,17905
8447,9608
8448,12327
8449,633
8450,7098
8451,12057
8452,18377
8453,10383
8454,10921
8455,18029
8456,7318
8457,13302
8458,2959
8459,16782
8460,8962
8461,10841
8462,1979
8463,11751
8464,17316
8465,19591
8466,17375
8467,14481
8468,17538
8469,7835
8470,3933
8471,4065
8472,1775
8473,10822
8474,4090
8475,1428
8476,12314
8477,18832
8478,8356
8479,14469
8480,15366
8481,747
8482,18
8483,5313
8484,17923
8485,13282
8486,10280
8487,11277
8488,6117
8489,1771
8490,10790
8491,14298
8492,19424
8493,6633
8494,15331
8495,7929
8496,5894
8497,11688
8498,13858
8499,15260
8500,2559
8501,2958
8502,4571
8503,11518
8504,594
8505,3436
8506,17124
8507,13382
8508,6890
8509,7265
8510,13368
8511,468
8512,9084
8513,11032
8514,3081
8515,4805
8516,6987
8517,7583
8518,14893
8519,3539
8520,12727
8521,10299
8522,2784
8523,4594
8524,8803
8525,7274
8526,10581
8527,5688
8528,13467
8529,16292
8530,11657
8531,5717
8532,12092
8533,7900
8534,15878
8535,11502
8536,11764
8537,13294
8538,16160
8539,6442
8540,17963
8541,6950
8542,18288
8543,15384
8544,14793
8545,17324
8546,11569
8547,3766
8548,13784
8549,5476
8550,18428
8551,1743
8552,6969
8553,19546
8554,16744
8555,2827
8556,16736
8557,18227
8558,16267
8559,3881
8560,9864
8561,9544
8562,14865
8563,4207
8564,5505
8565,18965
8566,8827
8567,4804
8568,12680
8569,12816
8570,15715
8571,16829
8572,18522
8573,2950
8574,12689
8575,1312
8576,3068
8577,6384
8578,7886
8579,11183
8580,6923
8581,15420
8582,4345
8583,4723
8584,8867
8585,13924
8586,8301
8587,13365
8588,16565
8589,18671
8590,5413
8591,18769
8592,8509
8593,1156
8594,8132
8595,9263
8596,11018
8597,6844
8598,14388
8599,11262
8600,334
8601,14400
8602,3154
8603,12462
8604,17815
8605,17350
8606,8141
8607,4251
8608,9495
8609,17979
8610,9594
8611,374
8612,16981
8613,11329
8614,11101
8615,9904
8616,3086
8617,17222
8618,17848
8619,9267
8620,14327
8621,7432
8622,12360
8623,1956
8624,15
8625,5892
8626,8180
8627,11135
8628,1290
8629,11009
8630,12551
8631,6650
8632,6628
8633,7187
8634,15398
8635,16428
8636,6648
8637,2256
8638,17380
8639,3821
8640,10903
8641,2869
8642,13720
8643,5207
8644,12316
8645,12992
8646,1524
8647,9040
8648,2365
8649,17586
8650,10235
8651,991
8652,2745
8653,5531
8654,1922
8655,1792
8656,1892
8657,18243
8658,14565
8659,8783
8660,10646
8661,18112
8662,5785
8663,3976
8664,18561
8665,19698
8666,16051
8667,16395
8668,11633
8669,5575
8670,4900
8671,5524
8672,16636
8673,1488
8674,16463
8675,5898
8676,18017
8677,9074
8678,15753
8679,7267
8680,618
8681,7324
8682,2069
8683,12804
8684,9504
8685,19420
8686,19585
8687,19915
8688,2640
8689,15835
8690,7521
8691,8274
8692,505
8693,17093
8694,13492
8695,13106
8696,10709
8697,14328
8698,2552
8699,3677
8700,19001
8701,1007
8702,7071
8703,9593
8704,15422
8705,8377
8706,12049
8707,13244
8708,6050
8709,5172
8710,10093
8711,10766
8712,17718
8713,7983
8714,19645
8715,18848
8716,6371
8717,14567
8718,4307
8719,6713
8720,10713
8721,5658
8722,16049
8723,6476
8724,2115
8725,6517
8726,10405
8727,4823
8728,5394
8729,3480
8730,7648
8731,483
8732,10105
8733,10983
8734,6761
8735,10457
8736,15541
8737,13552
8738,17487
8739,11957
8740,10470
8741,17951
8742,5731
8743,4201
8744,15829
8745,16816
8746,823
8747,11841
8748,16958
8749,18587
8750,10116
8751,1209
8752,4254
8753,9401
8754,10885
8755,1321
8756,6192
8757,5353
8758,11570
8759,77
8760,18877
8761,19428
8762,18061
8763,5928
8764,3399
8765,13473
8766,3275
8767,4807
8768,5724
8769,5594
8770,19438
8771,10769
8772,17146
8773,11353
8774,19225
8775,4277
8776,15323
8777,13273
8778,8847
8779,9569
8780,16424
8781,3341
8782,18792
8783,5813
8784,12832
8785,15726
8786,18475
8787,9842
8788,766
8789,14346
8790,878
8791,11268
8792,17649
8793,10707
8794,7206
8795,19208
8796,6579
8797,8931
8798,5805
8799,18657
8800,11788
8801,5407
8802,13994
8803,5675
8804,8793
8805,7580
8806,1429
8807,11666
8808,12765
8809,13437
8810,9454
8811,6506
8812,7423
8813,3350
8814,14331
8815,772
8816,12936
8817,13565
8818,12111
8819,2663
8820,3116
8821,16371
8822,13164
8823,5758
8824,31
8825,8066
8826,926
8827,6215
8828,8155
8829,11006
8830,19707
8831,13360
8832,10129
8833,9815
8834,6930
8835,12854
8836,19306
8837,19313
8838,3597
8839,7194
8840,16940
8841,16071
8842,19281
8843,12625
8844,10401
8845,704
8846,10865
8847,16858
8848,7821
8849,1662
8850,4366
8851,7298
8852,656
8853,12738
8854,12900
8855,10599
8856,4234
8857,4991
8858,16692
8859,12589
8860,7117
8861,13160
8862,15000
8863,12800
8864,11917
8865,11814
8866,19971
8867,4064
8868,10604
8869,559
8870,16515
8871,15775
8872,15597
8873,1895
8874,11872
8875,8968
8876,2765
8877,17893
8878,8702
8879,3190
8880,12006
8881,12293
8882,15684
8883,16370
8884,15333
8885,14999
8886,18020
8887,18673
8888,8673
8889,12487
8890,17529
8891,7123
8892,18834
8893,19621
8894,19050
8895,13832
8896,3590
8897,13003
8898,15043
8899,16953
8900,13641
8901,5529
8902,12970
8903,19167
8904,490
8905,1372
8906,9152
8907,1378
8908,16934
8909,13749
8910,1399
8911,3720
8912,14432
8913,383
8914,6197
8915,13381
8916,19489
8917,13344
8918,1178
8919,1025
8920,6415
8921,19778
8922,15769
8923,14227
8924,67
8925,3884
8926,13299
8927,1016
8928,2320
8929,1583
8930,6451
8931,5784
8932,1685
8933,19696
8934,14079
8935,19336
8936,12089
8937,7898
8938,14899
8939,13843
8940,4916
8941,17201
8942,5195
8943,19535
8944,5830
8945,510
8946,4738
8947,5410
8948,14776
8949,3532
8950,5924
8951,14225
8952,14073
8953,19848
8954,16733
8955,2834
8956,14352
8957,17959
8958,18648
8959,1611
8960,13189
8961,12466
8962,3689
8963,3084
8964,7296
8965,2373
8966,9524
8967,9841
8968,10003
8969,17055
8970,10363
8971,13222
8972,8920
8973,5797
8974,9
8975,16607
8976,7524
8977,9620
8978,18180
8979,14130
8980,10740
8981,4360
8982,19868
8983,12618
8984,19798
8985,10896
8986,15980
8987,7667
8988,19827
8989,5994
8990,16813
8991,1916
8992,5532
8993,5012
8994,1010
8995,17407
8996,9529
8997,6127
8998,11348
8999,9297
9000,9667
9001,8954
9002,15731
9003,694
9004,16592
9005,10845
9006,10347
9007,19528
9008,11189
9009,1208
9010,15409
9011,8381
9012,2166
9013,2378
9014,4140
9015,4427
9016,452
9017,14857
